,PC1,PC2,labels,center
0,0.32867903545962673,-0.5215020326007785,center4,center6
1,-0.7469077773834253,-0.21314357165555287,center6,center6
2,1.608894993093932,0.33725119986933905,center2,center0
3,1.7668365059984552,0.661943909270587,center2,center0
4,2.119330268388362,-0.2648745162882267,center0,center0
5,-1.819003563920815,-0.40030530481787696,center1,center2
6,-0.5759267185776297,0.5715157986043973,center3,center4
7,2.3188306583320566,-0.10842808175597496,center0,center0
8,-2.1063489144021617,0.545048499316666,center1,center3
9,0.7142893314462891,-0.4876575580932587,center4,center5
10,-1.021067687848709,0.5454774139156285,center5,center4
11,-0.4038830669355558,0.012466813154937986,center6,center1
12,1.7149632785084319,0.2601274514617454,center2,center0
13,0.1771688775433955,0.3977501588425814,center3,center1
14,-1.1434608012199012,1.3291713113562935,center5,center4
15,-2.5709023265560975,-0.3383578186442641,center1,center3
16,1.5106955423291795,-0.6204538884616301,center2,center0
17,-1.15268145666941,0.49534442952094293,center3,center4
18,2.2344354253911165,0.3957287475031963,center0,center0
19,-0.22798027895289685,0.3646319399056579,center3,center1
20,1.2461821033797045,0.2318926009262068,center2,center5
21,0.31039427764913163,-0.3213277517742311,center4,center6
22,2.081402094050873,-0.07663006286013055,center0,center0
23,1.391559517230263,0.05874847413768983,center2,center5
24,1.9700920496716054,-0.05908094267368284,center0,center0
25,0.7461097118763299,-0.16451490780541494,center2,center5
26,0.08392630195963782,-0.9725784291441305,center4,center6
27,1.728907486886769,-0.028499010421488575,center0,center0
28,-0.2649336374383385,-0.09554834754454145,center3,center6
29,-0.021651959756403355,1.4068106170781698,center3,center1
30,1.585062420714483,0.3336470907350742,center0,center0
31,-0.06946755797850755,-1.561853173268749,center6,center6
32,-0.8765696543598204,-0.4938933329627125,center6,center6
33,0.2533543862712183,-0.2932639042965266,center4,center6
34,-0.675885267163283,0.363085171468885,center6,center4
35,1.5758316940800152,0.2950134076955803,center2,center0
36,-1.0339922836136766,1.181075072647055,center5,center4
37,2.5633358330355516,0.024509946293919456,center0,center0
38,-0.8597419029706326,-0.16776006983087127,center6,center6
39,-2.428356734847692,-0.048985661803897636,center1,center3
40,1.998745930329448,-0.07834180872790042,center0,center0
41,-0.7966514907141664,0.6845694676121025,center5,center4
42,1.4599258026431428,0.37304468177619476,center2,center0
43,-2.28545373558454,-0.537565882418124,center1,center2
44,-0.315260012962114,0.8127746751668915,center3,center1
45,1.3723831423105761,-0.7593255584898713,center2,center5
46,1.8615888285516566,0.6278433136656032,center0,center0
47,-0.28084634636413447,-0.44521760417167083,center6,center6
48,0.2660528044110544,-0.279969983852438,center4,center6
49,-0.4127512369689975,0.7018573578906364,center3,center1
50,0.028366275712211262,-0.634947389761274,center4,center6
51,0.4747809409905952,-0.5280608171145239,center4,center5
52,0.7531639950667574,1.1124154470805656,center3,center1
53,-0.2276871730997002,0.7983050511793274,center3,center1
54,-2.396657490696974,-0.26744375581104185,center1,center3
55,-0.02079755444831522,-0.4002908912510263,center4,center6
56,2.2212722314750373,-0.3800204804316494,center0,center0
57,-0.2867142242813541,1.0523350849511588,center5,center1
58,2.0813873484474854,-0.6953480267143395,center0,center0
59,1.3420124448387818,0.7294464694588656,center2,center5
60,0.451984139155714,0.01660658074465242,center4,center5
61,-0.7091478749363688,1.1493421631955878,center5,center4
62,0.6545409440653658,-0.7246011517962219,center4,center5
63,1.6095449591566349,-0.1900404213489924,center0,center0
64,-1.916676807040203,-0.6745264202157851,center1,center2
65,-0.4287476154817874,-0.3166249721428569,center6,center6
66,-1.0480914101233132,0.6592219015195225,center5,center4
67,-2.307476016956629,-0.9413751177332339,center1,center2
68,-0.18934863056099777,-0.29744805534774227,center6,center6
69,-0.29518114531714573,0.7896211467786296,center3,center1
70,1.7229571353502322,-0.056870146320696306,center0,center0
71,2.0940002004643463,-0.48484666656268904,center0,center0
72,2.403056651628606,-0.22382044976290613,center0,center0
73,-0.04223985737479849,0.7248912672149981,center3,center1
74,-2.3956853562988454,-0.3462248379434843,center1,center3
75,1.4622077893822478,-0.8992440561975135,center2,center0
76,-0.39080707226782224,-0.6319074256056223,center4,center6
77,1.7538917742590545,-0.548512900585205,center0,center0
78,1.621822097770603,-0.2011716154520298,center2,center0
79,0.11519467843471382,0.10266506395900121,center3,center1
80,1.013277942783978,-0.11480690539494308,center2,center5
81,1.249295648339055,0.2311800034004689,center2,center5
82,2.0342310877481333,-0.4060036024512718,center0,center0
83,0.4157209917791556,-0.6494248441862669,center4,center6
84,-1.993206258390723,-0.542902997396472,center1,center2
85,-0.6788878922572131,-0.4787504421305743,center4,center6
86,0.45388988600989627,0.05321624858187344,center2,center5
87,1.0558023248242774,-0.05737807282452663,center2,center5
88,-2.2801509199315984,-0.46457162166826965,center1,center3
89,0.9737302957444964,-0.1522323830110143,center2,center5
90,-0.7465990979588054,0.5041142241661498,center5,center4
91,-1.4421740330524657,-0.6925382362216169,center1,center2
92,0.6849679872390785,0.4230795375918952,center4,center5
93,0.4020129640836801,-0.7454156779209298,center4,center6
94,0.3303789681490224,-0.20876858847227334,center4,center6
95,-0.7908056075564976,0.30380574039568803,center5,center4
96,-0.522090523012575,0.9317655984712805,center3,center4
97,0.024097741169499434,1.0552309766315913,center3,center1
98,-0.23646469397435763,-0.5623264921284767,center6,center6
99,-0.05820038918428904,-0.5036374138186321,center6,center6
100,0.12003854732342682,0.3034882516559122,center3,center1
